ID,Gender,Age,Notes,Date,Time,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Adjusted Template Number,Lamp1 Adjusted Template Size (cm),Lamp1 Adjusted Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Adjusted Template Number,Lamp2 Adjusted Template Size (cm),Lamp2 Adjusted Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Adjusted Template Number,Lamp3 Adjusted Template Size (cm),Lamp3 Adjusted Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Adjusted Template Number,Lamp4 Adjusted Template Size (cm),Lamp4 Adjusted Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Adjusted Template Number,Lamp1a Adjusted Template Size (cm),Lamp1a Adjusted Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Adjusted Template Number,Lamp2a Adjusted Template Size (cm),Lamp2a Adjusted Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Adjusted Template Number,Lamp3a Adjusted Template Size (cm),Lamp3a Adjusted Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Adjusted Template Number,Lamp4a Adjusted Template Size (cm),Lamp4a Adjusted Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Adjusted Template Number,Lamp5 Adjusted Template Size (cm),Lamp5 Adjusted Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Adjusted Template Number,Lamp6 Adjusted Template Size (cm),Lamp6 Adjusted Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Adjusted Template Number,Lamp7 Adjusted Template Size (cm),Lamp7 Adjusted Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Adjusted Template Number,Stick1 Adjusted Template Size (cm),Stick1 Adjusted Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Adjusted Template Number,Stick2 Adjusted Template Size (cm),Stick2 Adjusted Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Adjusted Template Number,Stick3 Adjusted Template Size (cm),Stick3 Adjusted Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Adjusted Template Number,Stick4 Adjusted Template Size (cm),Stick4 Adjusted Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Adjusted Template Number,Stick7 Adjusted Template Size (cm),Stick7 Adjusted Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Adjusted Template Number,Stick8 Adjusted Template Size (cm),Stick8 Adjusted Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Adjusted Template Number,Stick9 Adjusted Template Size (cm),Stick9 Adjusted Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Adjusted Template Number,Stick9a Adjusted Template Size (cm),Stick9a Adjusted Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Adjusted Template Number,Stick10 Adjusted Template Size (cm),Stick10 Adjusted Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Adjusted Template Number,MoonBall1 Adjusted Template Size (cm),MoonBall1 Adjusted Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Adjusted Template Number,MoonBall2 Adjusted Template Size (cm),MoonBall2 Adjusted Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Adjusted Template Number,MoonBall3 Adjusted Template Size (cm),MoonBall3 Adjusted Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Adjusted Template Number,MoonBall4 Adjusted Template Size (cm),MoonBall4 Adjusted Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Adjusted Template Number,BlueBall Adjusted Template Size (cm),BlueBall Adjusted Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
49,Female,22,,7/30/2024,11:38,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,12,1.63,77.00,1,0.3,43.00,40.64,6670,,,18,3.8,77.00,9,0.98,46.50,40.64,2250,,,13,1.90,77.00,4,0.52,59.50,40.64,4890,,,17,3.3,77.00,7,0.78,59.00,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,13,1.90,77.00,1,0.3,44.50,55,6060,20,4.7,77.00,9,0.98,50.00,55,2080,15,2.44,77.00,4,0.52,61.00,55,4720,17,3.3,77.00,7,0.78,64.00,55,3270,,,,,,,26.74,1520,,,,
50,Female,24,,7/31/2024,11:48,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,10,1.22,74.00,2,0.39,47.00,40.64,6670,,,14,2.15,74.00,8,0.96,48.00,40.64,2250,,,12,1.63,74.00,4,0.52,52.00,40.64,4890,,,11,1.44,74.00,4,0.52,51.50,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,10,1.22,74.00,3,0.49,46.25,55,6060,14,2.15,74.00,9,0.98,46.00,55,2080,12,1.63,74.00,4,0.52,53.50,55,4720,13,1.90,74.00,7,0.78,58.25,55,3270,,,,,,,26.74,1520,,,,
51,Female,64,,7/31/2024,13:53,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,12,1.63,50.50,2,0.39,32.00,40.64,6670,,,15,2.44,50.50,9,0.98,34.00,40.64,2250,,,13,1.90,50.50,5,0.65,45.50,40.64,4890,,,14,2.15,50.50,9,0.98,46.50,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,13,1.90,50.50,4,0.52,37.50,55,6060,18,3.8,50.50,10,1.22,34.50,55,2080,15,2.44,50.50,10,1.22,46.00,55,4720,17,3.3,50.50,10,1.22,50.50,55,3270,,,,,,,26.74,1520,,,,
52,Female,19,,8/1/2024,11:48,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,9,0.98,72.00,4,0.52,62.00,40.64,6670,,,12,1.63,72.00,10,1.22,57.00,40.64,2250,,,8,0.96,72.00,4,0.52,53.25,40.64,4890,,,10,1.22,72.00,7,0.78,53.00,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,8,0.96,72.00,4,0.52,59.50,55,6060,12,1.63,72.00,10,1.22,56.50,55,2080,9,0.98,72.00,4,0.52,50.50,55,4720,11,1.44,72.00,7,0.78,51.00,55,3270,,,,,,,26.74,1520,,,,
53,Female,22,,8/2/2024,14:41,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,13,1.90,77.00,2,0.39,53.50,40.64,6670,,,15,2.44,77.00,10,1.22,55.00,40.64,2250,,,13,1.90,77.00,5,0.65,63.00,40.64,4890,,,15,2.44,77.00,8,0.96,64.00,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,15,2.44,77.00,4,0.52,50.00,55,6060,17,3.3,77.00,10,1.22,51.50,55,2080,13,1.90,77.00,5,0.65,59.00,55,4720,15,2.44,77.00,9,0.98,61.50,55,3270,,,,,,,26.74,1520,,,,
54,Female,23,,8/2/2024,15:16,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,10,1.22,85.00,3,0.49,53.50,40.64,6670,,,19,4,85.00,10,1.22,52.50,40.64,2250,,,13,1.90,85.00,5,0.65,58.00,40.64,4890,,,17,3.3,85.00,8,0.96,58.50,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,10,1.22,85.00,3,0.49,53.50,55,6060,17,3.3,85.00,11,1.44,52.50,55,2080,13,1.90,85.00,7,0.78,57.50,55,4720,16,2.7,85.00,10,1.22,62.50,55,3270,,,,,,,26.74,1520,,,,
55,Female,23,,8/9/2024,15:23,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,10,1.22,75.00,4,0.52,59.00,40.64,6670,,,12,1.63,75.00,10,1.22,53.50,40.64,2250,,,10,1.22,75.00,4,0.52,47.25,40.64,4890,,,12,1.63,75.00,6,0.72,44.50,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,12,1.63,75.00,3,0.49,58.25,55,6060,15,2.44,75.00,10,1.22,57.00,55,2080,11,1.44,75.00,4,0.52,50.50,55,4720,13,1.90,75.00,6,0.72,46.40,55,3270,,,,,,,26.74,1520,,,,
56,Male,19,,8/13/2024,12:09,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,8,0.96,61.00,2,0.39,48.50,40.64,6670,,,12,1.63,61.00,9,0.98,48.50,40.64,2250,,,10,1.22,61.00,3,0.49,55.00,40.64,4890,,,12,1.63,61.00,7,0.78,54.75,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,8,0.96,61.00,2,0.39,46.00,55,6060,13,1.90,61.00,10,1.22,50.50,55,2080,11,1.44,61.00,3,0.49,56.00,55,4720,12,1.63,61.00,9,0.98,60.50,55,3270,,,,,,,26.74,1520,,,,
57,Female,46,,8/15/2024,11:11,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,10,1.22,60.75,1,0.3,37.25,40.64,6670,,,14,2.15,60.75,7,0.78,42.00,40.64,2250,,,11,1.44,60.75,4,0.52,54.25,40.64,4890,,,15,2.44,60.75,7,0.78,56.50,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,4,0.52,60.75,1,0.3,39.00,55,6060,15,2.44,60.75,7,0.78,43.50,55,2080,8,0.96,60.75,4,0.52,55.00,55,4720,11,1.44,60.75,7,0.78,60.50,55,3270,,,,,,,26.74,1520,,,,
58,Male,26,Lamp4a Arm Length missing,8/30/2024,16:21,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,14,2.15,82.00,2,0.39,44.50,40.64,6670,,,18,3.8,82.00,8,0.96,49.50,40.64,2250,,,16,2.7,82.00,4,0.52,58.75,40.64,4890,,,18,3.8,82.00,6,0.72,,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,14,2.15,82.00,3,0.49,48.00,55,6060,18,3.8,82.00,9,0.98,49.00,55,2080,16,2.7,82.00,5,0.65,59.50,55,4720,17,3.3,82.00,8,0.96,71.00,55,3270,,,,,,,26.74,1520,,,,
59,Female,20,,11/1/2024,16:23,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,8,0.96,77.00,3,0.49,71.00,40.64,6670,,,12,1.63,77.00,10,1.22,65.75,40.64,2250,,,9,0.98,77.00,4,0.52,60.00,40.64,4890,,,11,1.44,77.00,8,0.96,64.00,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,77.00,,,,55,6060,,,77.00,,,,55,2080,,,77.00,,,,55,4720,,,77.00,,,,55,3270,,,,,,,26.74,1520,,,,
60,Male,18,,11/1/2024,16:27,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,8,0.96,71.00,2,0.39,53.50,40.64,6670,,,13,1.90,71.00,10,1.22,52.50,40.64,2250,,,8,0.96,71.00,5,0.65,59.50,40.64,4890,,,10,1.22,71.00,8,0.96,60.50,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,71.00,,,,55,6060,,,71.00,,,,55,2080,,,71.00,,,,55,4720,,,71.00,,,,55,3270,,,,,,,26.74,1520,,,,
31453,Non binary,21,,11/8/2024,14:39,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,8,0.96,71.00,2,0.39,53.50,40.64,6670,,,12,1.63,71.00,10,1.22,55.50,40.64,2250,,,10,1.22,71.00,6,0.72,63.00,40.64,4890,,,11,1.44,71.00,9,0.98,64.00,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,9,0.98,71.00,3,0.49,59.00,55,6060,13,1.90,71.00,10,1.22,57.00,55,2080,10,1.22,71.00,4,0.52,57.00,55,4720,11,1.44,71.00,7,0.78,61.00,55,3270,,,,,,,26.74,1520,,,,
31849,Female,18,,11/8/2024,15:10,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,9,0.98,77.50,3,0.49,46.00,40.64,6670,,,15,2.44,77.50,10,1.22,49.00,40.64,2250,,,10,1.22,77.50,5,0.65,53.50,40.64,4890,,,13,1.90,77.50,9,0.98,54.50,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,5,0.65,77.50,2,0.39,37.25,55,6060,16,2.7,77.50,9,0.98,32.00,55,2080,9,0.98,77.50,5,0.65,50.00,55,4720,13,1.90,77.50,9,0.98,55.50,55,3270,,,,,,,26.74,1520,,,,
31624,Female,21,,11/8/2024,15:45,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,10,1.22,74.30,3,0.49,49.25,40.64,6670,,,13,1.90,74.30,9,0.98,46.00,40.64,2250,,,11,1.44,74.30,6,0.72,56.50,40.64,4890,,,12,1.63,74.30,8,0.96,59.00,40.64,3230,,,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,10,1.22,74.30,2,0.39,44.50,55,6060,12,1.63,74.30,8,0.96,47.00,55,2080,11,1.44,74.30,5,0.65,56.00,55,4720,13,1.90,74.30,7,0.78,64.00,55,3270,,,,,,,26.74,1520,,,,
61,Male,18,,2/17/2025,15:29,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,6,0.72,54.50,1,0.3,40.00,40.64,6670,6.894,42.200,12,1.63,57.50,9,0.98,45.20,40.64,2250,6.828,45.100,8,0.96,56.40,5,0.65,54.90,40.64,4890,6.892,59.100,10,1.22,58,7,0.78,49.9,40.64,3230,7.217,61.000,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
62,Female,35,,2/17/2025,15:27,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,12,1.63,75.60,1,0.3,40.40,40.64,6670,5.715,46.400,17,3.3,68.10,7,0.78,40.30,40.64,2250,5.885,47.600,13,1.90,72.50,2,0.39,46.10,40.64,4890,6.016,47.300,14,2.15,67,5,0.65,45.2,40.64,3230,5.659,46.600,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
63,Male,22,,3/5/2025,13:43,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,5,0.65,66.00,2,0.39,62.00,40.64,6670,6.213,56.900,11,1.44,62.80,10,1.22,56.60,40.64,2250,6.899,59.500,6,0.72,64.00,4,0.52,65.60,40.64,4890,6.258,57.000,10,1.22,67,10,1.22,69.2,40.64,3230,7.034,66.800,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
64,Female,25,,3/5/2025,14:04,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,9,0.98,78.37,2,0.39,43.00,40.64,6670,5.323,41.600,16,2.7,69.60,12,1.63,51.00,40.64,2250,5.698,41.000,10,1.22,75.00,7,0.78,52.80,40.64,4890,5.522,45.400,13,1.90,74.5,11,1.44,51.5,40.64,3230,5.434,51.500,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
