ID,Gender,Age,Notes,Date,Time,Version,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
6037,Male,21,,7/28/25,14:15,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,82.5,40.64,1690,7.052,42.9,7.018,43.3,13,1.9,84.5,40.64,2980,6.659,53,6.811,50.2,12,1.63,85.6,40.64,6110,6.427,48.1,6.466,49,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,74.8,14,289.56,6110,6.032,50.3,6.274,44.8,n,6.1,75.1,14,289.56,10700,6.152,50.7,6.251,44.7,,,,,,,,,,,k,4.07,80.9,14,289.56,15188.5,6.165,44.9,6.297,42,t,13,75,14,289.56,2318,5.966,40,6.317,39,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,12,1.63,83.5,22.605,1520,6.421,43.5,6.704,40.4
6038,Male,20,,7/28/25,15:04,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,18,3.8,74.6,40.64,1690,8.117,56.7,8.028,55.2,15,2.44,75,40.64,2980,7.301,57.9,7.254,57.3,12,1.63,78.1,40.64,6110,7.284,57.4,7.518,57.5,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,q,9,72.5,14,289.56,6110,7.121,56.8,7.375,56.4,g,2.22,69.4,14,289.56,10700,1.231,56.2,7.27,56.5,,,,,,,,,,,l,4.7,78,14,289.56,15188.5,7.162,55.4,6.839,57,s,11,72.2,14,289.56,2318,6.763,52.5,6.897,54.1,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,13,1.9,78.3,22.605,1520,7.335,60.5,7.084,56.5
6039,Female,19,,7/30/25,14:15,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,66.9,40.64,1690,7.867,52,7.001,51.5,13,1.9,75.4,40.64,2980,7.565,54.1,7,51.9,8,0.96,75.5,40.64,6110,7.18,52.1,6.836,54.5,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,q,9,68,14,289.56,6110,6.768,55.6,6.874,52.5,n,6.1,66.3,14,289.56,10700,6.835,56.1,6.784,52.5,,,,,,,,,,,i,3.05,68.2,14,289.56,15188.5,6.766,56.8,6.492,54.5,t,13,69,14,289.56,2318,6.317,53.4,6.877,53.6,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,10,1.22,72.8,22.605,1520,6.481,51.2,6.71,56.2
6040,Female,19,,7/31/25,10:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,10,1.22,56.7,40.64,1690,6.751,43.1,6.743,43,9,0.98,56.5,40.64,2980,6.429,43.6,6.467,47.3,4,0.52,59.4,40.64,6110,6.125,44.6,6.005,47.7,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,g,2.22,48,14,289.56,6110,5.804,46.2,5.882,45.3,d,1.4,50.3,14,289.56,10700,5.506,44.8,5.984,45.9,,,,,,,,,,,c,1,50.5,14,289.56,15188.5,5.627,43.7,5.78,46.6,n,6.1,49.1,14,289.56,2318,5.636,40.5,5.93,42.8,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,7,0.78,54,22.605,1520,6.385,45.7,6.361,44.8
6041,Female,19,,7/31/25,11:15,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,13,1.9,63.5,40.64,1690,7.045,42.6,6.82,41.7,11,1.44,63,40.64,2980,6.442,42.3,6.712,41.4,10,1.22,63,40.64,6110,6.389,42.2,6.546,41.6,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,n,6.1,57.2,14,289.56,6110,6.239,41.8,6.384,41.2,l,4.7,56.6,14,289.56,10700,6.638,41.7,6.386,41.6,,,,,,,,,,,h,2.77,52,14,289.56,15188.5,6.145,42.4,6.387,41.4,o,6.89,58,14,289.56,2318,6.443,39.9,6.213,41.1,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,8,0.96,61.3,22.605,1520,6.473,43.4,6.456,42.7
6042,,,language barrier,7/31/25,14:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,71.3,40.64,1690,7.053,48.8,6.603,51.6,12,1.63,73,40.64,2980,6.314,50.9,4.682,60.1,11,1.44,75.1,40.64,6110,5.891,52.6,4.3,60.4,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,l,4.7,70,14,289.56,6110,5.576,55.6,5.134,52.8,h,2.77,69.8,14,289.56,10700,5.323,53.7,5.673,52.4,,,,,,,,,,,g,2.22,76,14,289.56,15188.5,4.842,53.6,5.733,50.4,r,10.34,76.5,14,289.56,2318,4.714,41.3,5.726,47.5,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,12,1.63,72.4,22.605,1520,6.639,50.2,5.919,49.5
6043,Female,19,,7/31/25,15:10,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,18,3.8,73,40.64,1690,6.019,44.5,6.211,37.5,15,2.44,73.5,40.64,2980,6.017,40.5,6.211,54.6,9,0.98,76.7,40.64,6110,5.816,52,5.703,55.1,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,q,9,73,14,289.56,6110,5.749,41,5.625,50.9,l,4.7,75,14,289.56,10700,5.649,38.4,5.869,50.5,,,,,,,,,,,i,3.05,76.3,14,289.56,15188.5,5.503,36.9,5.817,54.4,t,13,74,14,289.56,2318,5.815,32.8,5.67,34.4,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,11,1.44,72.5,22.605,1520,5.7,50.2,5.979,33.4
7001,Male,82,,9/26/25,14:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.96,64.5,40.64,1690,,,,,5,0.65,64,40.64,2980,,,,,3,0.49,66,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,4.7,58.5,14,289.56,6110,,,,,h,2.77,58.5,14,289.56,10700,,,,,,,,,,,,,,,g,2.22,53,14,289.56,15188.5,,,,,l,4.7,59,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,6,0.72,65,22.605,1520,,,,
1034,Female,20,,9/26/25,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.7,63,40.64,1690,,,,,14,2.15,63,40.64,2980,,,,,11,1.44,70,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,7.7,62.5,14,289.56,6110,,,,,n,6.1,62,14,289.56,10700,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,11,1.44,66.5,22.605,1520,,,,
5051,Female,,,5/23/25,NA,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1.9,70.5,40.64,1690,,,,,10,1.22,68.5,40.64,2980,,,,,8,0.96,66.5,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,15,60,14,289.56,6110,,,,,q,9,58.75,14,289.56,10700,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.605,1520,,,,
7002,Female,17,,5/30/25,15:20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.8,58.7,40.64,1690,,,,,16,2.7,59.4,40.64,2980,,,,,15,2.44,59,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,10.34,54,14,289.56,6110,,,,,p,7.7,53,14,289.56,10700,,,,,,,,,,,,,,,n,6.1,52.8,14,289.56,15188.5,,,,,t,13,55.7,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,17,3.3,60,22.605,1520,,,,
7003,Male,18,,10/6/25,15:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2.15,62.7,40.64,1690,,,,,10,1.22,65.3,40.64,2980,,,,,7,0.78,64.5,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,5.17,63.2,14,289.56,6110,,,,,j,3.32,63.5,14,289.56,10700,,,,,,,,,,,,,,,g,2.22,61,14,289.56,15188.5,,,,,r,10.34,63.2,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,12,1.63,65.6,22.605,1520,,,,
7004,Female,18,,10/8/25,14:19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.63,59.9,40.64,1690,,,,,10,1.22,60.3,40.64,2980,,,,,7,0.78,59.3,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,11,58.7,14,289.56,6110,,,,,o,6.89,54.5,14,289.56,10700,,,,,,,,,,,,,,,m,5.17,55.6,14,289.56,15188.5,,,,,t,13,52.8,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,10,1.22,58.4,22.605,1520,,,,
7007,Female,21,,11/6/25,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.7,65.7,40.64,1690,,,,,14,2.15,66.1,40.64,2980,,,,,12,1.63,69.7,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,5.17,64.4,14,289.56,6110,,,,,k,4.07,62.2,14,289.56,10700,,,,,,,,,,,,,,,j,3.32,59.5,14,289.56,15188.5,,,,,t,13,59.5,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,15,2.44,64.6,22.605,1520,,,,
7008,Male,21,,11/6/25,14:15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.7,80.7,40.64,1690,,,,,13,1.9,84.3,40.64,2980,,,,,11,1.44,86,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,7.7,77.6,14,289.56,6110,,,,,l,4.7,73,14,289.56,10700,,,,,,,,,,,,,,,k,4.07,75.5,14,289.56,15188.5,,,,,u,15,76.6,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,13,1.9,85.8,22.605,1520,,,,
7011,Female,22,,11/25/25,09:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.7,67.5,40.64,1690,,,,,15,2.44,68.5,40.64,2980,,,,,13,1.9,75,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1.66,59,14,289.56,6110,,,,,d,1.4,61.5,14,289.56,10700,,,,,,,,,,,,,,,b,0.82,66,14,289.56,15188.5,,,,,n,6.1,60.2,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,14,2.15,67,22.605,1520,,,,
7012,Female,18,,11/25/25,10:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1.9,68.2,40.64,1690,,,,,12,1.63,66.1,40.64,2980,,,,,10,1.22,69.5,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,6.89,61.4,14,289.56,6110,,,,,k,4.07,61,14,289.56,10700,,,,,,,,,,,,,,,f,2.08,65.3,14,289.56,15188.5,,,,,t,13,61.6,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,11,1.44,69,22.605,1520,,,,
7013,Male,19,,11/25/25,11:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.7,62.8,40.64,1690,,,,,14,2.15,61.5,40.64,2980,,,,,11,1.44,66.6,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,10.34,58,14,289.56,6110,,,,,o,6.89,57.9,14,289.56,10700,,,,,,,,,,,,,,,l,4.7,60,14,289.56,15188.5,,,,,u,15,63.5,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,13,1.9,65.3,22.605,1520,,,,
7014,Female,25,,11/25/25,14:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.7,64.4,40.64,1690,,,,,18,3.8,65,40.64,2980,,,,,14,0.72,66.1,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,10.34,62.8,14,289.56,6110,,,,,p,1.66,62.7,14,289.56,10700,,,,,,,,,,,,,,,l,4.7,65.6,14,289.56,15188.5,,,,,s,11,67,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,16,1.63,66,22.605,1520,,,,
1032,Male,,,11/26/25,09:00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.44,55,40.64,1690,,,,,10,1.22,54,40.64,2980,,,,,8,0.72,54,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,5.17,47.5,14,289.56,6110,,,,,j,1.66,49.4,14,289.56,10700,,,,,,,,,,,,,,,i,3.05,53.7,14,289.56,15188.5,,,,,o,6.89,49,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,8,1.63,55,22.605,1520,,,,
7015,Female,19,,11/26/25,10:30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2.44,49.6,40.64,1690,,,,,11,1.44,50.1,40.64,2980,,,,,5,0.72,52.3,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,3.32,44.4,14,289.56,6110,,,,,h,1.66,44.5,14,289.56,10700,,,,,,,,,,,,,,,e,1.66,53.7,14,289.56,15188.5,,,,,n,6.1,53.6,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,12,1.63,50.2,22.605,1520,,,,
7016,Male,18,,11/26/25,13:09,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,66,40.64,1690,,,,,16,2.7,68.5,40.64,2980,,,,,14,0.72,71,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,11,64.3,14,289.56,6110,,,,,q,1.66,62,14,289.56,10700,,,,,,,,,,,,,,,n,6.1,65.8,14,289.56,15188.5,,,,,u,15,73.4,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,17,1.63,68,22.605,1520,,,,
7017,Female,21,,11/26/25,14:06,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2.7,68.4,40.64,1690,,,,,14,2.15,67,40.64,2980,,,,,12,0.72,68.4,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,2.22,59.9,14,289.56,6110,,,,,d,1.66,60.3,14,289.56,10700,,,,,,,,,,,,,,,b,0.82,69.5,14,289.56,15188.5,,,,,q,9,65,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,13,1.63,69,22.605,1520,,,,
7018,Female,21,,11/26/25,15:06,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.7,74.9,40.64,1690,,,,,20,4.7,74.7,40.64,2980,,,,,19,0.72,59.9,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,6.1,54.1,14,289.56,6110,,,,,m,1.66,58.1,14,289.56,10700,,,,,,,,,,,,,,,l,4.7,57.8,14,289.56,15188.5,,,,,q,9,59.9,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,16,1.63,77.8,22.605,1520,,,,
7019,Female,18,,12/4/25,14:14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.63,54.4,40.64,1690,,,,,10,1.22,53.7,40.64,2980,,,,,9,0.72,55,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,5.17,45.6,14,289.56,6110,,,,,j,1.66,47,14,289.56,10700,,,,,,,,,,,,,,,h,2.77,45.6,14,289.56,15188.5,,,,,s,11,50.1,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,10,1.63,54.6,22.605,1520,,,,
7020,Male,21,,12/5/25,14:22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.63,60,40.64,1690,,,,,11,1.44,56.8,40.64,2980,,,,,10,0.72,57.5,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,9,49,14,289.56,6110,,,,,n,1.66,48,14,289.56,10700,,,,,,,,,,,,,,,n,6.1,53.2,14,289.56,15188.5,,,,,s,11,50.3,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,13,1.63,61.7,22.605,1520,,,,
7021,Male,20,,12/15/25,15:33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.63,65.6,40.64,1690,,,,,10,1.22,66.5,40.64,2980,,,,,6,0.72,66.5,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,4.07,58.4,14,289.56,6110,,,,,g,1.66,60.9,14,289.56,10700,,,,,,,,,,,,,,,o,6.89,60,14,289.56,15188.5,,,,,p,7.7,68.2,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,8,1.63,64.3,22.605,1520,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,,,,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.605,1520,,,,
